NU_ANO_CENSO|ID_ALUNO|ID_MATRICULA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2018|098FFE8AADAC58A0A939E010A6F0A0D8|303902333|26|9|1995|22|23|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13230301||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|820237FCA67CBC406C79D10B66EBFC98|298372252|3|8|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|12983423||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|C85FB5C06D566F64319A66CA53489193|298372363|21|12|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|12983405||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|9224C455AD45BFFB04DD747044FD99FB|306469805|24|4|2001|17|17|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13349173||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|3895D2648D7D93FF28C3E8B6286DFB9E|303903689|29|10|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13230325||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|22AEBD842EE3476DCE95191BE05BB6D8|303902418|4|8|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230241||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|22AB5A07E4EA993C265E8E3BB66FD2A5|303902420|4|8|2002|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230241||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|370D70C77BB2FDCD3DA057173994A0AE|306469877|9|4|1998|20|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13349172||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|413BE437150721DFE8BF56A8305C6E9C|303903601|25|3|2001|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230325||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D47D6081D6937729C0ADF6F3CD92CEAF|304030782|5|5|2003|15|15|260|0|0|0|0|5|1|0|1|76|35|3512001|31|3132107|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13234799||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|FF98B470AEA1509806E16285CE6A9853|303896114|8|8|2001|16|17|210|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229964||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|24B6E66539B5104A57879BD247100C06|296367403|23|12|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|12908019||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|B63219F17AA51B161F181475EBC85120|303902373|19|5|2002|16|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230238||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|C528B7AF494CB122329ED406667B03D5|298372261|18|12|2002|15|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|12983405||0|0|31356786|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|39CB585E4B83F9D1A1A4D5B1FA25469B|306469992|12|4|2003|15|15|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|0|1|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13349172||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|FE1A2BB3B5F4EBA2DB67CB04B619AFD0|303896167|28|6|2000|17|18|210|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229964||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|EB08A30BC9756A38BB4407BC568F0CF9|303896241|25|9|2001|16|17|210|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229964||0|0|31361461|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|45667B8C56836776B5953C1998FD5C89|303882732|10|6|2003|14|15|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229503||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|A80495B2F57026EF7AC53FF2198A56CE|303882797|24|9|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229503||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|929352FF8F85FA24ABCE0E76D7CCC7BC|304030788|24|8|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13234799||0|0|31338745|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D03D826C25ADA7B8727F5DDF1B16B735|296367534|25|5|2003|15|15|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|12908019||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|2AB4E3B8335921E65A8EC8988C785776|303902624|31|1|1997|21|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230241||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|AB65B8DC37274D693F7E277B04A0027B|303903593|12|10|1996|21|22|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|0|1|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13230325||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|BAE82A3CB4347C6C32BF968C79A811F1|326988079|3|9|2001|16|17|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|1|0|0|0|0|0|0|1|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13229503||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|0E83AADC06BFAFA228414553C44D1CB3|306469880|22|11|2000|17|18|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13349173||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|7C79DFFCA5F1FA1F2FADD6C2C758F4A1|306469930|20|4|2003|15|15|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13349172||0|0|31269875|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|7F840EC84ACA4240210988721578FBBC|296367511|3|12|1997|20|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|12908019||0|0|31338770|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|A1A3196D942EF437AE5605B3812EC069|303903644|8|8|1996|21|22|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230325||0|0|31338753|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|FA99AFD0EF41E4E9BEF8A2E8200819F3|303902350|14|8|1999|18|19|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230282||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|CBD9AA8F7EF2B6EBA6D079096FBBBF1E|303882735|11|11|2002|15|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229503||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|2ED60B082CF5774E74DCFC8C77B64AA1|303903316|26|6|2003|14|15|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3132107|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13230284||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|D786CACAC39FB0C80720BECD48C780D7|304025616|11|6|2000|17|18|260|0|0|0|0|5|1|5|1|76|31|3132107|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13234631||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|88ACE9DA02B8AF5F09B1B7AB331ECB0C|303903144|26|5|2003|15|15|260|0|0|0|0|5|2|0|1|76|31|3132107|31|3132107|2|3|1|2|0|0|1|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13230284||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|22074446AA53041A5FA37BB2179968A1|303902626|10|11|1997|20|21|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230284||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|8F7477A733B0A5E9C8EE1DF0B50E299F|304025587|24|11|2002|15|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|1|2|0|1|0|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||1|0|1|0|0|25|13234631||0|0|31297518|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|3D78908D6B4B37CF23536AB24EFCD102|327331259|17|3|2002|16|16|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13230238||0|0|31322571|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2018|78D88C5C8EC917FC9C926603FDE696C2|303882799|27|5|2002|16|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|25|13229503||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
